method,pid,session,n_questions,exact_duplicate_rate,intent_duplicate_rate,categories_covered,min_per_category,category_entropy,replacement_churn,longitudinal_repetition,change_onsets,change_followup_rate,mean_words,non_question_items,invalid_output_rate,llm_calls,retries,generated_items,selection_ms,synthetic_rating_quality,semantic_near_dup_pair_rate,semantic_diversity,relevance_proxy_new
V2 −coverage,P013,0,20,0.0,0.3,1.0,2,0.965894531166549,,,0,,8.35,0.0,0.016666666666666666,1,0,60,11.18445792235434,3.1550394302579243,0.0,0.698585727332409,0.23994504962569135
V2 −coverage,P013,1,20,0.0,0.3,1.0,3,0.9780451855744626,0.35,0.42857142857142855,0,,8.4,0.0,0.06666666666666667,1,0,30,10.181749938055873,3.361894946041056,0.005263157894736842,0.7101608138869646,0.358026384638397
V2 −coverage,P013,2,20,0.0,0.4,1.0,3,0.9780451855744626,0.2,0.25,1,1.0,8.35,0.0,0.03333333333333333,1,0,30,11.314500123262405,3.6430083452686697,0.0,0.7426712543223285,0.44204480833889565
V2 −coverage,P013,3,20,0.0,0.4,1.0,3,0.9780451855744626,0.2,0.25,1,1.0,8.45,0.0,0.03333333333333333,1,0,30,12.440708000212908,3.7067774018129436,0.0,0.7359283808512522,0.4310858342171119
V2 −coverage,P013,4,20,0.0,0.2,1.0,2,0.9596390821693783,0.15,0.6666666666666666,1,1.0,8.2,0.0,0.0,1,0,30,13.957583112642169,3.58662370598239,0.0,0.7377957588217803,0.3062609574618644
V2 −coverage,P013,5,20,0.0,0.2,1.0,2,0.9596390821693783,0.05,0.0,0,,8.3,0.0,0.03333333333333333,1,0,30,14.258042210713029,3.6888027116489495,0.0,0.7575608617346962,0.3885457419419467
V2 −coverage,P014,0,20,0.0,0.3,1.0,2,0.965894531166549,,,0,,8.7,0.0,0.03333333333333333,1,0,60,11.885459069162607,3.0394535090274606,0.0,0.6667688280788804,0.25402208603772697
V2 −coverage,P014,1,20,0.0,0.4,1.0,3,0.9921503172858167,0.25,0.4,1,0.0,8.6,0.0,0.06666666666666667,1,0,30,10.347832925617695,3.169186031311232,0.0,0.7032294050830501,0.33121560740369405
V2 −coverage,P014,2,20,0.0,0.35,1.0,2,0.9596390821693783,0.2,0.5,0,,8.8,0.0,0.06666666666666667,1,0,30,11.325374944135547,3.108450672249124,0.005263157894736842,0.6848214235177421,0.3960485927170636
V2 −coverage,P014,3,20,0.0,0.35,1.0,2,0.9596390821693783,0.15,0.0,1,1.0,9.0,0.0,0.06666666666666667,1,0,30,12.89458409883082,3.180634932520102,0.005263157894736842,0.712599665093306,0.34043148123343064
V2 −coverage,P014,4,20,0.0,0.45,1.0,2,0.9596390821693783,0.2,0.75,0,,9.05,0.0,0.1,1,0,30,12.25612498819828,3.2443297612168274,0.005263157894736842,0.6979645184482796,0.39797620272275325
V2 −coverage,P014,5,20,0.0,0.4,1.0,3,0.9780451855744626,0.15,0.6666666666666666,0,,9.05,0.0,0.06666666666666667,1,0,30,13.757999986410141,3.235126432962642,0.005263157894736842,0.7187685276933442,0.4662886727463096
V2 −coverage,P015,0,20,0.0,0.3,1.0,2,0.9737442138807324,,,0,,9.0,0.0,0.06666666666666667,1,0,60,11.171416845172644,2.980255909963165,0.0,0.6849621635191896,0.2976548043838325
V2 −coverage,P015,1,20,0.0,0.2,1.0,2,0.9737442138807324,0.35,0.14285714285714285,1,1.0,8.9,0.0,0.03333333333333333,1,0,30,10.336166014894843,3.1104038806052667,0.0,0.7094754660314645,0.33346387761199214
V2 −coverage,P015,2,20,0.0,0.2,1.0,2,0.9455339504580242,0.3,0.3333333333333333,1,1.0,8.9,0.0,0.03333333333333333,1,0,30,11.60533307120204,3.4474249626770375,0.0,0.7593837281183464,0.3309800618620694
V2 −coverage,P015,3,20,0.0,0.2,1.0,2,0.9596390821693783,0.15,0.3333333333333333,1,1.0,8.9,0.0,0.03333333333333333,1,0,30,13.662792043760419,3.488645861096289,0.0,0.776512527079712,0.4693902242589865
V2 −coverage,P015,4,20,0.0,0.1,1.0,2,0.9455339504580242,0.15,0.0,1,1.0,9.0,0.0,0.06666666666666667,1,0,30,13.934541959315538,3.5762653164149945,0.0,0.7616804970447222,0.43377929062431075
V2 −coverage,P015,5,20,0.0,0.1,1.0,2,0.9596390821693783,0.2,0.5,0,,9.1,0.0,0.03333333333333333,1,0,30,14.615125022828579,3.5471149463856593,0.0,0.7716533191667011,0.43999331748680975
V2 −coverage,P016,0,20,0.0,0.0,1.0,2,0.9674887648835618,,,0,,9.1,0.0,0.08333333333333333,1,0,60,10.588375153020024,2.527653528600507,0.0,0.675783834320361,0.2958089208368143
V2 −coverage,P016,1,20,0.0,0.5,1.0,2,0.9596390821693783,0.5,0.8,1,1.0,8.9,0.0,0.06666666666666667,1,0,30,9.02399979531765,2.7206501927718083,0.005263157894736842,0.6938210531350908,0.3968677817065117
V2 −coverage,P016,2,20,0.0,0.45,1.0,2,0.9596390821693783,0.3,0.8333333333333334,0,,8.8,0.0,0.06666666666666667,1,0,30,11.039125034585595,2.986235419166193,0.005263157894736842,0.7112340897788678,0.24835763519006027
V2 −coverage,P016,3,20,0.0,0.55,1.0,2,0.9596390821693783,0.35,0.42857142857142855,1,1.0,8.6,0.0,0.03333333333333333,1,0,30,13.036708114668727,3.2320025100075993,0.0,0.7333405564073614,0.3674946727913336
V2 −coverage,P016,4,20,0.0,0.55,1.0,3,0.9780451855744626,0.35,0.5714285714285714,1,1.0,8.7,0.0,0.06666666666666667,1,0,30,13.641583966091275,3.0730245554023132,0.0,0.7659129353579361,0.4061254772122765
V2 −coverage,P016,5,20,0.0,0.25,1.0,3,0.9701955028602792,0.3,0.3333333333333333,0,,8.3,0.0,0.0,1,0,30,15.235667116940022,3.2236375962566193,0.0,0.7723951622099929,0.30298259429984703
V2 −coverage,P017,0,20,0.0,0.2,1.0,2,0.9455339504580242,,,0,,8.25,0.0,0.03333333333333333,1,0,60,11.12325000576675,2.7255774332710154,0.0,0.6989796620576627,0.28568142416518244
V2 −coverage,P017,1,20,0.0,0.3,1.0,2,0.9349775297671233,0.5,0.4,1,1.0,8.35,0.0,0.03333333333333333,1,0,30,10.065250098705292,3.0708366312840907,0.0,0.7520354647378571,0.3442566863676523
V2 −coverage,P017,2,20,0.0,0.2,1.0,2,0.941232978764294,0.3,0.0,1,1.0,8.8,0.0,0.13333333333333333,1,0,30,11.167749995365739,3.3839185292068295,0.0,0.7493444187542422,0.39708623873655274
V2 −coverage,P017,3,20,0.0,0.2,1.0,2,0.9349775297671233,0.15,0.6666666666666666,0,,9.0,0.0,0.0,1,0,30,13.467040844261646,3.357965000983628,0.0,0.7602613555419585,0.4097015379726389
V2 −coverage,P017,4,20,0.0,0.2,1.0,2,0.9455339504580242,0.3,0.6666666666666666,1,1.0,9.2,0.0,0.13333333333333333,1,0,30,12.733208015561104,3.3292187030823164,0.005263157894736842,0.7514849719758625,0.47619808717643014
V2 −coverage,P017,5,20,0.0,0.3,1.0,2,0.9596390821693783,0.2,0.5,1,1.0,9.0,0.0,0.1,1,0,30,13.515082886442542,3.4319616206374106,0.0,0.771362469837657,0.3152363679881294
V2 −coverage,P018,0,20,0.0,0.3,1.0,3,0.9780451855744626,,,0,,8.45,0.0,0.08333333333333333,1,0,60,11.128625134006143,2.9661846790487325,0.0,0.6981741410865192,0.31675601816556254
V2 −coverage,P018,1,20,0.0,0.5,1.0,3,0.9701955028602792,0.35,0.2857142857142857,1,1.0,8.9,0.0,0.06666666666666667,1,0,30,10.191749781370163,3.110506630911779,0.0,0.7379884468973845,0.3639836633654109
V2 −coverage,P018,2,20,0.0,0.1,1.0,2,0.9596390821693783,0.25,0.2,0,,8.8,0.0,0.1,1,0,30,11.376500129699707,3.4781791108801627,0.0,0.7429903474959165,0.2816473960692664
V2 −coverage,P018,3,20,0.0,0.2,1.0,3,0.9843006345716333,0.2,0.5,0,,8.55,0.0,0.03333333333333333,1,0,30,14.815500006079674,3.6768778843732064,0.0,0.731741083936173,0.42160184228815933
V2 −coverage,P018,4,20,0.0,0.3,1.0,2,0.941232978764294,0.2,0.75,0,,8.55,0.0,0.03333333333333333,1,0,30,14.76399996317923,3.6506230658583454,0.0,0.7300920445183403,0.3384763278745182
V2 −coverage,P018,5,20,0.0,0.3,1.0,2,0.965894531166549,0.15,0.6666666666666666,0,,8.7,0.0,0.06666666666666667,1,0,30,15.145290875807405,3.7241951279341428,0.0,0.7381077527875743,0.3062146810860466
V2 −coverage,P019,0,20,0.0,0.4,1.0,3,0.9780451855744626,,,0,,8.8,0.0,0.06666666666666667,1,0,60,10.948457987979054,2.811715454638823,0.0,0.7186847204285851,0.3124309942259976
V2 −coverage,P019,1,20,0.0,0.1,1.0,2,0.965894531166549,0.45,0.1111111111111111,1,1.0,9.15,0.0,0.06666666666666667,1,0,30,10.279083158820868,3.0291566352147576,0.0,0.6898623008394971,0.2277189516470463
V2 −coverage,P019,2,20,0.0,0.1,1.0,2,0.9596390821693783,0.5,0.4,1,0.0,8.95,0.0,0.0,1,0,30,12.416749959811568,3.2650719103786314,0.0,0.7450397409794967,0.4294675447938502
V2 −coverage,P019,3,20,0.0,0.25,1.0,2,0.9596390821693783,0.2,0.75,0,,9.15,0.0,0.06666666666666667,1,0,30,14.069125056266785,3.403581619028561,0.0,0.7303985157430106,0.3974534247484268
V2 −coverage,P019,4,20,0.0,0.2,1.0,2,0.9596390821693783,0.15,0.3333333333333333,0,,8.85,0.0,0.0,1,0,30,14.676500111818314,3.421379273864743,0.0,0.7323479523046257,0.4755956764720511
V2 −coverage,P019,5,20,0.0,0.1,1.0,2,0.941232978764294,0.25,0.2,1,1.0,8.9,0.0,0.03333333333333333,1,0,30,14.771917136386037,3.3751111223267936,0.0,0.7338627302835523,0.3457650613291
V2 −coverage,P020,0,20,0.0,0.2,1.0,3,0.9843006345716333,,,0,,8.6,0.0,0.016666666666666666,1,0,60,12.714416952803731,3.142644320637383,0.005263157894736842,0.7116063817131173,0.3275520318015357
V2 −coverage,P020,1,20,0.0,0.3,1.0,2,0.965894531166549,0.25,0.2,1,1.0,9.1,0.0,0.06666666666666667,1,0,30,10.151624912396073,3.0780807449224743,0.0,0.6913792542170878,0.32976230707966975
V2 −coverage,P020,2,20,0.0,0.4,1.0,2,0.9596390821693783,0.4,0.25,1,1.0,9.05,0.0,0.06666666666666667,1,0,30,11.44895888864994,3.2933867248631445,0.0,0.7207022789179027,0.26606534111410374
V2 −coverage,P020,3,20,0.0,0.4,1.0,2,0.9596390821693783,0.25,0.4,1,1.0,9.25,0.0,0.1,1,0,30,16.512583009898663,3.3153980763293247,0.0,0.7270280441259851,0.531050318624183
V2 −coverage,P020,4,20,0.0,0.2,1.0,2,0.9596390821693783,0.25,0.0,1,1.0,9.6,0.0,0.06666666666666667,1,0,30,16.616499982774258,3.350043252135927,0.0,0.7576263941618565,0.3820617350602875
V2 −coverage,P020,5,20,0.0,0.3,1.0,3,0.9921503172858167,0.15,0.6666666666666666,0,,9.45,0.0,0.06666666666666667,1,0,30,15.014749951660633,3.468485555434455,0.0,0.7766732434569272,0.2996610812648286
V2 −coverage,P021,0,20,0.0,0.4,1.0,3,0.9843006345716333,,,0,,8.4,0.0,0.05,1,0,60,12.212416855618358,3.130190587252645,0.0,0.677633480165391,0.2531195311307219
V2 −coverage,P021,1,20,0.0,0.1,1.0,3,0.9843006345716333,0.4,0.125,1,0.0,8.3,0.0,0.0,1,0,30,11.43295899964869,3.3149552232993154,0.0,0.7263762630343511,0.3914173282659224
V2 −coverage,P021,2,20,0.0,0.1,1.0,3,0.9921503172858167,0.2,0.25,0,,8.55,0.0,0.0,1,0,30,13.441083952784538,3.496179936238957,0.0,0.7422867636497685,0.37096493174015127
V2 −coverage,P021,3,20,0.0,0.35,1.0,3,0.9843006345716333,0.25,0.6,1,0.0,8.2,0.0,0.03333333333333333,1,0,30,15.173166990280151,3.7410872996087563,0.005263157894736842,0.7148149873832013,0.33726673635115395
V2 −coverage,P021,4,20,0.0,0.35,1.0,2,0.9737442138807324,0.2,0.75,0,,8.55,0.0,0.06666666666666667,1,0,30,14.988915994763374,3.7800631895772434,0.0,0.720298076230069,0.2874690025265731
V2 −coverage,P021,5,20,0.0,0.35,1.0,2,0.941232978764294,0.15,0.6666666666666666,1,1.0,8.65,0.0,0.13333333333333333,1,0,30,49.43845793604851,3.805170879290697,0.0,0.7128308208803322,0.48715977681060646
V2 −coverage,P022,0,20,0.0,0.4,1.0,2,0.9596390821693783,,,0,,8.85,0.0,0.05,1,0,60,10.920958127826452,2.6531523444537353,0.0,0.683634396986881,0.29816131730733986
V2 −coverage,P022,1,20,0.0,0.3,1.0,3,0.9921503172858167,0.45,0.3333333333333333,0,,8.5,0.0,0.06666666666666667,1,0,30,10.686082998290658,3.0788458625281527,0.0,0.7228764952250978,0.34211481226515705
V2 −coverage,P022,2,20,0.0,0.3,1.0,3,0.9921503172858167,0.4,0.25,1,1.0,8.85,0.0,0.0,1,0,30,12.787249870598316,3.2174370355320043,0.0,0.7094280374094992,0.3546766327083395
V2 −coverage,P022,3,20,0.0,0.3,1.0,2,0.9596390821693783,0.2,0.25,1,1.0,8.85,0.0,0.03333333333333333,1,0,30,13.488333905115724,3.38385070407163,0.0,0.6877631762440781,0.39874676933387454
V2 −coverage,P022,4,20,0.0,0.2,1.0,3,0.9921503172858167,0.3,0.6666666666666666,1,1.0,8.7,0.0,0.06666666666666667,1,0,30,14.162749983370304,3.4988962047529335,0.0,0.723188090679604,0.3171596107549973
V2 −coverage,P022,5,20,0.0,0.2,1.0,2,0.9737442138807324,0.35,0.5714285714285714,1,1.0,8.7,0.0,0.1,1,0,30,15.570332994684577,3.4250580404706357,0.0,0.7489274036624216,0.40434277276818886
V2 −coverage,P023,0,20,0.0,0.2,1.0,3,0.9921503172858167,,,0,,8.65,0.0,0.05,1,0,60,25.10600001551211,2.9612119468692066,0.0,0.7029375871376174,0.3178362196007096
V2 −coverage,P023,1,20,0.0,0.3,1.0,2,0.9596390821693783,0.25,0.4,1,1.0,8.65,0.0,0.1,1,0,30,10.72791707701981,3.1545331137881103,0.0,0.7151330828262707,0.3709821468725992
V2 −coverage,P023,2,20,0.0,0.5,1.0,2,0.9596390821693783,0.2,0.5,0,,8.55,0.0,0.03333333333333333,1,0,30,15.9450420178473,3.2861021116428737,0.0,0.7249375610415023,0.40484707457815133
V2 −coverage,P023,3,20,0.0,0.65,1.0,2,0.9455339504580242,0.3,0.3333333333333333,1,1.0,8.8,0.0,0.03333333333333333,1,0,30,14.373250072821975,3.616498302290539,0.0,0.7462004042456483,0.49964283418133587
V2 −coverage,P023,4,20,0.0,0.45,1.0,2,0.9349775297671233,0.25,0.8,1,1.0,8.85,0.0,0.03333333333333333,1,0,30,30.533292097970843,3.444454541963851,0.0,0.7551021793425061,0.4288132457399049
V2 −coverage,P023,5,20,0.0,0.5,1.0,2,0.9596390821693783,0.2,0.5,0,,9.05,0.0,0.1,1,0,30,18.730791984125972,3.4609100167023628,0.0,0.7750907218162288,0.2874281169117838
V2 −coverage,P024,0,20,0.0,0.1,1.0,3,0.9843006345716333,,,0,,8.3,0.0,0.03333333333333333,1,0,60,12.570459162816405,2.585148510636855,0.0,0.7356806464956934,0.2992558097749527
V2 −coverage,P024,1,20,0.0,0.2,1.0,2,0.9737442138807324,0.25,0.2,0,,8.4,0.0,0.13333333333333333,1,0,30,9.63425007648766,2.77822086109859,0.0,0.7296407078475635,0.3066496555252288
V2 −coverage,P024,2,20,0.0,0.3,1.0,2,0.9596390821693783,0.3,0.8333333333333334,0,,8.35,0.0,0.06666666666666667,1,0,30,12.205834034830332,2.9354269971802145,0.0,0.7379392310138422,0.4344202803658686
V2 −coverage,P024,3,20,0.0,0.5,1.0,2,0.9349775297671233,0.4,0.375,0,,8.6,0.0,0.03333333333333333,1,0,30,13.233792036771774,3.0445050603341004,0.0,0.745997784413498,0.20976289500407364
V2 −coverage,P024,4,20,0.0,0.5,1.0,2,0.9349775297671233,0.35,0.8571428571428571,1,0.0,8.3,0.0,0.03333333333333333,1,0,30,17.53154187463224,3.1775962496920003,0.0,0.7287885525290018,0.27002904483529916
V2 −coverage,P024,5,20,0.0,0.5,1.0,2,0.9455339504580242,0.2,0.75,0,,8.6,0.0,0.13333333333333333,1,0,30,17.843583831563592,3.2190503467697518,0.0,0.7275038546153667,0.4146691181498593
V2 −coverage,P025,0,20,0.0,0.2,1.0,3,0.9701955028602792,,,0,,8.3,0.0,0.06666666666666667,1,0,60,12.974374927580357,3.0620861213010664,0.0,0.717624146380698,0.3697603777268186
V2 −coverage,P025,1,20,0.0,0.1,1.0,2,0.9349775297671233,0.2,0.5,0,,8.45,0.0,0.03333333333333333,1,0,30,15.999375144019723,3.1285619454831743,0.0,0.7161263743476474,0.28007165244030996
V2 −coverage,P025,2,20,0.0,0.1,1.0,2,0.9596390821693783,0.3,0.0,0,,8.4,0.0,0.03333333333333333,1,0,30,18.282042117789388,3.2519196844013103,0.0,0.7387144807103561,0.30008994980521153
V2 −coverage,P025,3,20,0.0,0.0,1.0,2,0.9455339504580242,0.2,0.25,1,1.0,8.2,0.0,0.06666666666666667,1,0,30,45.79662508331239,3.2062425825742182,0.0,0.722026398253536,0.4444623061896781
V2 −coverage,P025,4,20,0.0,0.1,1.0,2,0.9596390821693783,0.25,0.4,0,,8.4,0.0,0.06666666666666667,1,0,30,16.46100007928908,3.352141773613758,0.005263157894736842,0.705905908507009,0.2811692524840913
V2 −coverage,P025,5,20,0.0,0.2,1.0,2,0.941232978764294,0.15,0.6666666666666666,1,1.0,8.5,0.0,0.03333333333333333,1,0,30,36.07745817862451,3.370890150821219,0.005263157894736842,0.7094457264222401,0.42269692011555576
V2 −coverage,P026,0,20,0.0,0.1,1.0,2,0.965894531166549,,,0,,8.45,0.0,0.05,1,0,60,13.513832818716764,3.320873319433222,0.0,0.7430555579707563,0.28986750471622347
V2 −coverage,P026,1,20,0.0,0.3,1.0,2,0.9674887648835618,0.4,0.375,1,1.0,9.05,0.0,0.13333333333333333,1,0,30,11.146416887640953,3.542098405622299,0.0,0.7367757673851041,0.3500295475693758
V2 −coverage,P026,2,20,0.0,0.2,1.0,2,0.9596390821693783,0.2,0.25,1,1.0,9.2,0.0,0.1,1,0,30,13.304665917530656,3.393915909575888,0.0,0.7284119489036962,0.41515508929357464
V2 −coverage,P026,3,20,0.0,0.4,1.0,2,0.9349775297671233,0.3,0.5,1,1.0,9.1,0.0,0.0,1,0,30,17.310332972556353,3.509280829356898,0.0,0.7561596307665368,0.3645226854367478
V2 −coverage,P026,4,20,0.0,0.25,1.0,2,0.9349775297671233,0.3,0.5,0,,8.85,0.0,0.03333333333333333,1,0,30,16.55175001360476,3.5691763764201143,0.0,0.7303970973414998,0.38209408577630105
V2 −coverage,P026,5,20,0.0,0.25,1.0,2,0.9349775297671233,0.05,1.0,0,,8.85,0.0,0.0,1,0,30,15.531291021034122,3.6161141595452015,0.0,0.7507069475826486,0.5338673253819957
V2 −coverage,P027,0,20,0.0,0.1,1.0,2,0.9737442138807324,,,0,,9.05,0.0,0.05,1,0,60,12.27129204198718,3.0251494428426398,0.0,0.7269132429300431,0.2989787128452458
V2 −coverage,P027,1,20,0.0,0.3,1.0,2,0.9349775297671233,0.45,0.3333333333333333,0,,9.0,0.0,0.0,1,0,30,11.035207891836762,2.9549300930209053,0.0,0.7096190163168348,0.359326593047792
V2 −coverage,P027,2,20,0.0,0.2,1.0,2,0.9455339504580242,0.3,0.5,1,1.0,8.7,0.0,0.03333333333333333,1,0,30,12.733458075672388,3.1192157278824277,0.0,0.6781436051581005,0.40405890682462386
V2 −coverage,P027,3,20,0.0,0.5,1.0,2,0.9596390821693783,0.3,1.0,0,,8.45,0.0,0.03333333333333333,1,0,30,13.78870802000165,3.1136776438474216,0.0,0.7316212092790748,0.3000988557766636
V2 −coverage,P027,4,20,0.0,0.5,1.0,2,0.941232978764294,0.3,0.3333333333333333,1,1.0,8.5,0.0,0.06666666666666667,1,0,30,13.811917044222355,3.4152194333516497,0.0,0.7404745053606241,0.38320763912985645
V2 −coverage,P027,5,20,0.0,0.5,1.0,2,0.941232978764294,0.15,0.3333333333333333,0,,8.7,0.0,0.16666666666666666,1,0,30,14.173582894727588,3.546221818050654,0.0,0.7617973204310908,0.36240773633269163
V2 −coverage,P028,0,20,0.0,0.1,1.0,3,0.9921503172858167,,,0,,8.2,0.0,0.016666666666666666,1,0,60,12.15879200026393,3.013889882869905,0.0,0.7016489107204642,0.2893460521233976
V2 −coverage,P028,1,20,0.0,0.2,1.0,3,0.9780451855744626,0.25,0.4,0,,8.45,0.0,0.1,1,0,30,10.400707833468914,3.026322027196964,0.0,0.7013438508699807,0.3058174602200115
V2 −coverage,P028,2,20,0.0,0.2,1.0,2,0.9596390821693783,0.3,0.16666666666666666,1,1.0,8.5,0.0,0.0,1,0,30,11.793999932706356,3.3782627195190194,0.0,0.6916400329317413,0.3811370820309907
V2 −coverage,P028,3,20,0.0,0.3,1.0,2,0.9349775297671233,0.15,0.6666666666666666,0,,8.45,0.0,0.06666666666666667,1,0,30,13.108415994793177,3.5795748981186506,0.0,0.6798022323804804,0.277298159575698
V2 −coverage,P028,4,20,0.0,0.3,1.0,2,0.9596390821693783,0.05,1.0,0,,8.55,0.0,0.03333333333333333,1,0,30,14.12620791234076,3.592445091274359,0.0,0.6849938449106502,0.3871528298891578
V2 −coverage,P028,5,20,0.0,0.3,1.0,2,0.941232978764294,0.15,0.3333333333333333,1,1.0,8.65,0.0,0.1,1,0,30,13.075500028207898,3.5812446919188794,0.0,0.665702906973607,0.4444839302264156
V2 −coverage,P029,0,20,0.0,0.1,1.0,2,0.9596390821693783,,,0,,8.8,0.0,0.08333333333333333,1,0,60,19.85420798882842,3.0909285181607404,0.005263157894736842,0.6774380644233711,0.33199773049442943
V2 −coverage,P029,1,20,0.0,0.2,1.0,3,0.9780451855744626,0.3,0.3333333333333333,1,1.0,8.65,0.0,0.03333333333333333,1,0,30,10.765458922833204,3.2222135532417253,0.005263157894736842,0.7159703305797414,0.36970909438951804
V2 −coverage,P029,2,20,0.0,0.3,1.0,2,0.9596390821693783,0.2,0.5,0,,8.95,0.0,0.1,1,0,30,14.507916057482362,3.333516986805514,0.005263157894736842,0.7190739863491353,0.16780699561441162
V2 −coverage,P029,3,20,0.0,0.4,1.0,2,0.941232978764294,0.2,0.25,0,,8.95,0.0,0.03333333333333333,1,0,30,14.368500094860792,3.6065657587706936,0.0,0.7430738392042546,0.26827240380437833
V2 −coverage,P029,4,20,0.0,0.5,1.0,2,0.9349775297671233,0.1,1.0,1,0.0,8.8,0.0,0.03333333333333333,1,0,30,13.341624988242984,3.607392311195386,0.005263157894736842,0.7350624872303828,0.29688657876810864
V2 −coverage,P029,5,20,0.0,0.5,1.0,2,0.9349775297671233,0.15,0.3333333333333333,1,1.0,9.05,0.0,0.03333333333333333,1,0,30,14.191041002050042,3.657623552969382,0.010526315789473684,0.7234125000951702,0.5144666063438879
V2 −longitudinal,P000,0,20,0.0,0.3,1.0,4,1.0,,,0,,9.05,0.0,0.08333333333333333,1,0,60,11.192083125934005,2.812154720369787,0.005263157894736842,0.6905881578403681,0.28173025577022887
V2 −longitudinal,P000,1,20,0.0,0.2,1.0,4,1.0,0.35,0.42857142857142855,0,,8.85,0.0,0.06666666666666667,1,0,30,10.355165926739573,2.992248641197029,0.005263157894736842,0.7006400875401759,0.28899184303592057
V2 −longitudinal,P000,2,20,0.0,0.2,1.0,4,1.0,0.4,0.25,1,1.0,8.65,0.0,0.0,1,0,30,12.138957856222987,3.3110612398734993,0.0,0.7131911592471896,0.32448456708198153
V2 −longitudinal,P000,3,20,0.0,0.2,1.0,4,1.0,0.2,0.5,0,,8.55,0.0,0.03333333333333333,1,0,30,13.748041819781065,3.2790213399298667,0.0,0.7344294770025057,0.352656865388744
V2 −longitudinal,P000,4,20,0.0,0.2,1.0,4,1.0,0.25,0.4,0,,8.75,0.0,0.13333333333333333,1,0,30,13.260541949421167,3.3363582660967017,0.0,0.7290640449150193,0.3657864417261001
V2 −longitudinal,P000,5,20,0.0,0.1,1.0,3,0.9921503172858167,0.25,0.8,0,,8.75,0.0,0.06666666666666667,1,0,30,14.316000044345856,3.319854933160877,0.0,0.7313034234382024,0.3305060481958008
V2 −longitudinal,P001,0,20,0.0,0.5,1.0,4,1.0,,,0,,9.05,0.0,0.11666666666666667,1,0,60,11.306624859571457,2.4256206726867133,0.005263157894736842,0.6967631650593773,0.3184369358167516
V2 −longitudinal,P001,1,20,0.0,0.3,1.0,4,1.0,0.25,0.2,1,1.0,9.2,0.0,0.03333333333333333,1,0,30,10.77462499961257,2.39162614479471,0.010526315789473684,0.7400364892039499,0.3747113250742139
V2 −longitudinal,P001,2,20,0.0,0.4,1.0,3,0.9921503172858167,0.35,0.42857142857142855,1,1.0,9.15,0.0,0.06666666666666667,1,0,30,11.863459134474397,2.6497990893002887,0.005263157894736842,0.7556628827202138,0.353672039028622
V2 −longitudinal,P001,3,20,0.0,0.2,1.0,4,1.0,0.5,0.4,1,1.0,9.2,0.0,0.03333333333333333,1,0,30,13.144541997462511,2.850781402049853,0.005263157894736842,0.7146828008894361,0.381747322515574
V2 −longitudinal,P001,4,20,0.0,0.2,1.0,4,1.0,0.2,0.5,0,,9.25,0.0,0.1,1,0,30,14.628541888669133,2.840754061512061,0.0,0.7229044300888274,0.3029040470118962
V2 −longitudinal,P001,5,20,0.0,0.3,1.0,4,1.0,0.3,0.16666666666666666,1,1.0,9.2,0.0,0.1,1,0,30,15.298583079129457,3.2735282204441,0.0,0.7350740157925584,0.4720200853813321
V2 −longitudinal,P002,0,20,0.0,0.1,1.0,4,1.0,,,0,,8.75,0.0,0.016666666666666666,1,0,60,11.572167044505477,3.3110641971633816,0.0,0.7170952030224895,0.28780060878495395
V2 −longitudinal,P002,1,20,0.0,0.2,1.0,3,0.9921503172858167,0.3,0.3333333333333333,1,0.0,8.8,0.0,0.1,1,0,30,9.922459023073316,3.4493559631683097,0.0,0.6896387890621012,0.2260702863322107
V2 −longitudinal,P002,2,20,0.0,0.3,1.0,3,0.9921503172858167,0.2,0.5,1,1.0,8.85,0.0,0.06666666666666667,1,0,30,12.119125109165907,3.47552697958693,0.0,0.7299282555750435,0.38010880289358984
V2 −longitudinal,P002,3,20,0.0,0.3,1.0,3,0.9921503172858167,0.25,0.2,1,1.0,8.6,0.0,0.06666666666666667,1,0,30,14.368667034432292,3.591324985732406,0.0,0.7213778700283153,0.3737303551031854
V2 −longitudinal,P002,4,20,0.0,0.2,1.0,3,0.9921503172858167,0.2,0.75,0,,8.5,0.0,0.06666666666666667,1,0,30,13.637250056490302,3.7939163942587526,0.0,0.7262192698841988,0.1742183195251908
V2 −longitudinal,P002,5,20,0.0,0.3,1.0,4,1.0,0.05,1.0,1,0.0,8.5,0.0,0.06666666666666667,1,0,30,15.590042108669877,3.7346913377838398,0.0,0.7282014215990542,0.1955128313650362
V2 −longitudinal,P003,0,20,0.0,0.3,1.0,4,1.0,,,0,,8.85,0.0,0.05,1,0,60,11.026334017515182,3.031252239023447,0.0,0.7050525305253673,0.29726810931281034
V2 −longitudinal,P003,1,20,0.0,0.1,1.0,4,1.0,0.35,0.14285714285714285,1,1.0,8.8,0.0,0.2,1,0,30,9.182959096506238,3.055095872470856,0.0,0.7225956951742027,0.28134610371010377
V2 −longitudinal,P003,2,20,0.0,0.2,1.0,3,0.9921503172858167,0.35,0.42857142857142855,1,1.0,8.4,0.0,0.06666666666666667,1,0,30,11.722374940291047,3.1342408485581843,0.0,0.6888089106272115,0.2737358168665519
V2 −longitudinal,P003,3,20,0.0,0.3,1.0,4,1.0,0.2,0.75,0,,8.35,0.0,0.03333333333333333,1,0,30,13.536083046346903,3.189550135444418,0.0,0.7249613948824507,0.359634370686206
